,year,area_code,Total,SA2 code,SA2 name,Postcode
263,2025,21053,30760,21444,Craigieburn - West,
264,2001,21445,873,21445,Mickleham - Yuroke,
264,2026,21053,32601,21445,Mickleham - Yuroke,
265,2001,21251,10728,21251,Bayswater,3152.0
265,2022,21054,6842,21251,Bayswater,3152.0
266,2001,21254,13242,21254,Knoxfield - Scoresby,3156.0
266,2023,21054,6921,21254,Knoxfield - Scoresby,3156.0
267,2001,21255,5516,21255,Lysterfield,3156.0
267,2024,21054,7006,21255,Lysterfield,3156.0
268,2001,21256,16110,21256,Rowville - Central,3178.0
268,2025,21054,7097,21256,Rowville - Central,3178.0
269,2001,21257,5094,21257,Rowville - North,3156.0
269,2026,21054,7193,21257,Rowville - North,3156.0
270,2001,21258,9472,21258,Rowville - South,3178.0
270,2022,21055,7003,21258,Rowville - South,3178.0
271,2001,21259,14733,21259,Wantirna,3152.0
271,2023,21055,7155,21259,Wantirna,3152.0
272,2001,21260,18014,21260,Wantirna South,3152.0
272,2024,21055,7321,21260,Wantirna South,3152.0
273,2001,21446,20673,21446,Boronia,
273,2025,21055,7501,21446,Boronia,
274,2001,21447,13461,21447,Ferntree Gully (North),
274,2026,21055,7697,21447,Ferntree Gully (North),
275,2001,21448,14986,21448,Ferntree Gully (South) - Upper Ferntree Gully,
275,2022,21056,15833,21448,Ferntree Gully (South) - Upper Ferntree Gully,
276,2001,21449,4533,21449,The Basin,
276,2023,21056,16143,21449,The Basin,
277,2001,21261,15852,21261,Donvale - Park Orchards,3109.0
277,2024,21056,16447,21261,Donvale - Park Orchards,3109.0
278,2001,21262,9872,21262,Warrandyte - Wonga Park,3109.0
278,2025,21056,16745,21262,Warrandyte - Wonga Park,3109.0
279,2001,21263,11032,21263,Bayswater North,3137.0
279,2026,21056,17035,21263,Bayswater North,3137.0
280,2001,21265,17649,21265,Croydon Hills - Warranwood,3115.0
280,2022,21057,10765,21265,Croydon Hills - Warranwood,3115.0
281,2001,21266,15380,21266,Ringwood,3134.0
281,2023,21057,11094,21266,Ringwood,3134.0
282,2001,21267,18448,21267,Ringwood East,3134.0
282,2024,21057,11442,21267,Ringwood East,3134.0
283,2001,21268,9519,21268,Ringwood North,3114.0
283,2025,21057,11811,21268,Ringwood North,3114.0
284,2001,21450,12347,21450,Croydon - East,
284,2026,21057,12201,21450,Croydon - East,
285,2001,21451,10458,21451,Croydon - West,
285,2022,21058,4633,21451,Croydon - West,
286,2001,21452,4463,21452,Croydon South,
286,2023,21058,4768,21452,Croydon South,
287,2001,21269,9976,21269,Forest Hill,3131.0
287,2024,21058,4913,21269,Forest Hill,3131.0
288,2001,21270,14232,21270,Mitcham (Vic.),3132.0
288,2025,21058,5068,21270,Mitcham (Vic.),3132.0
289,2001,21271,10693,21271,Nunawading,3131.0
289,2026,21058,5234,21271,Nunawading,3131.0
290,2001,21272,9544,21272,Vermont,3133.0
290,2022,21059,6585,21272,Vermont,3133.0
291,2001,21273,12228,21273,Vermont South,3133.0
291,2023,21059,6631,21273,Vermont South,3133.0
292,2001,21274,10742,21274,Belgrave - Selby,3156.0
292,2024,21059,6683,21274,Belgrave - Selby,3156.0
293,2001,21275,8807,21275,Chirnside Park,3116.0
293,2025,21059,6742,21275,Chirnside Park,3116.0
294,2001,21276,11841,21276,Healesville - Yarra Glen,3770.0
294,2026,21059,6807,21276,Healesville - Yarra Glen,3770.0
295,2001,21277,8661,21277,Kilsyth,3137.0
295,2022,21060,4679,21277,Kilsyth,3137.0
296,2001,21278,16176,21278,Lilydale - Coldstream,3140.0
296,2023,21060,4728,21278,Lilydale - Coldstream,3140.0
297,2001,21279,5753,21279,Monbulk - Silvan,3782.0
297,2024,21060,4780,21279,Monbulk - Silvan,3782.0
298,2001,21280,6852,21280,Montrose,3137.0
298,2025,21060,4835,21280,Montrose,3137.0
299,2001,21281,19556,21281,Mooroolbark,3116.0
299,2026,21060,4893,21281,Mooroolbark,3116.0
300,2001,21282,9787,21282,Mount Dandenong - Olinda,3159.0
300,2022,21061,246,21282,Mount Dandenong - Olinda,3159.0
301,2001,21283,9396,21283,Mount Evelyn,3139.0
301,2023,21061,253,21283,Mount Evelyn,3139.0
302,2001,21284,10357,21284,Upwey - Tecoma,3156.0
302,2024,21061,260,21284,Upwey - Tecoma,3156.0
303,2001,21285,7112,21285,Wandin - Seville,3139.0
303,2025,21061,267,21285,Wandin - Seville,3139.0
304,2001,21286,15932,21286,Yarra Valley,3139.0
304,2026,21061,275,21286,Yarra Valley,3139.0
305,2001,21287,3707,21287,Beaconsfield - Officer,3807.0
305,2022,21062,4253,21287,Beaconsfield - Officer,3807.0
306,2001,21288,7628,21288,Bunyip - Garfield,3810.0
306,2023,21062,4374,21288,Bunyip - Garfield,3810.0
307,2001,21289,16964,21289,Emerald - Cockatoo,3139.0
307,2024,21062,4506,21289,Emerald - Cockatoo,3139.0
308,2001,21290,5231,21290,Koo Wee Rup,3809.0
308,2025,21062,4650,21290,Koo Wee Rup,3809.0
309,2001,21291,6251,21291,Pakenham - North,3810.0
309,2026,21062,4806,21291,Pakenham - North,3810.0
310,2001,21292,7186,21292,Pakenham - South,3810.0
310,2022,21063,10800,21292,Pakenham - South,3810.0
311,2001,21293,19094,21293,Berwick - North,3806.0
311,2023,21063,10852,21293,Berwick - North,3806.0
312,2001,21294,8433,21294,Berwick - South,3805.0
312,2024,21063,10907,21294,Berwick - South,3805.0
313,2001,21295,10072,21295,Doveton,3177.0
313,2025,21063,10965,21295,Doveton,3177.0
314,2001,21297,8977,21297,Hallam,3803.0
314,2026,21063,11025,21297,Hallam,3803.0
315,2001,21299,5422,21299,Narre Warren North,3803.0
315,2022,21064,3808,21299,Narre Warren North,3803.0
316,2001,21453,12477,21453,Endeavour Hills - North,
316,2023,21064,3870,21453,Endeavour Hills - North,
317,2001,21454,14934,21454,Endeavour Hills - South,
317,2024,21064,3938,21454,Endeavour Hills - South,
318,2001,21455,12517,21455,Narre Warren - North East,
318,2025,21064,4012,21455,Narre Warren - North East,
319,2001,21456,12168,21456,Narre Warren - South West,
319,2026,21064,4093,21456,Narre Warren - South West,
320,2001,21300,13392,21300,Cranbourne,3977.0
320,2022,21065,4039,21300,Cranbourne,3977.0
321,2001,21301,1123,21301,Cranbourne East,3977.0
321,2023,21065,4058,21301,Cranbourne East,3977.0
322,2001,21302,9876,21302,Cranbourne North,3977.0
322,2024,21065,4076,21302,Cranbourne North,3977.0
323,2001,21303,4798,21303,Cranbourne South,3977.0
323,2025,21065,4093,21303,Cranbourne South,3977.0
324,2001,21304,4022,21304,Cranbourne West,3977.0
324,2026,21065,4109,21304,Cranbourne West,3977.0
325,2001,21305,20384,21305,Hampton Park - Lynbrook,3976.0
325,2022,21066,20130,21305,Hampton Park - Lynbrook,3976.0
326,2001,21306,1507,21306,Lynbrook - Lyndhurst,3975.0
326,2023,21066,20396,21306,Lynbrook - Lyndhurst,3975.0
327,2001,21308,6938,21308,Pearcedale - Tooradin,3912.0
327,2024,21066,20676,21308,Pearcedale - Tooradin,3912.0
328,2001,21457,5948,21457,Narre Warren South (East),
328,2025,21066,20970,21457,Narre Warren South (East),
329,2001,21458,8362,21458,Narre Warren South (West),
329,2026,21066,21278,21458,Narre Warren South (West),
330,2001,21309,12807,21309,Clarinda - Oakleigh South,3167.0
330,2022,21067,9911,21309,Clarinda - Oakleigh South,3167.0
331,2001,21310,11290,21310,Clayton South,3169.0
331,2023,21067,9960,21310,Clayton South,3169.0
332,2001,21311,22534,21311,Dandenong,3175.0
332,2024,21067,10010,21311,Dandenong,3175.0
333,2001,21312,23088,21312,Dandenong North,3174.0
333,2025,21067,10061,21312,Dandenong North,3174.0
334,2001,21313,10390,21313,Dingley Village,3169.0
334,2026,21067,10114,21313,Dingley Village,3169.0
335,2001,21314,17094,21314,Keysborough,3173.0
335,2022,21068,5048,21314,Keysborough,3173.0
336,2001,21316,8299,21316,Noble Park North,3174.0
336,2023,21068,5149,21316,Noble Park North,3174.0
337,2001,21317,18557,21317,Springvale,3171.0
337,2024,21068,5258,21317,Springvale,3171.0
338,2001,21318,11607,21318,Springvale South,3172.0
338,2025,21068,5375,21318,Springvale South,3172.0
339,2001,21459,9827,21459,Noble Park - East,
339,2026,21068,5500,21459,Noble Park - East,
340,2001,21460,16718,21460,Noble Park - West,
340,2022,21069,9006,21460,Noble Park - West,
341,2001,21319,14503,21319,Ashwood - Chadstone,3125.0
341,2023,21069,9178,21319,Ashwood - Chadstone,3125.0
342,2001,21320,14237,21320,Clayton,3167.0
342,2024,21069,9365,21320,Clayton,3167.0
343,2001,21321,21261,21321,Glen Waverley - East,3150.0
343,2025,21069,9568,21321,Glen Waverley - East,3150.0
344,2001,21322,17233,21322,Glen Waverley - West,3150.0
344,2026,21069,9788,21322,Glen Waverley - West,3150.0
345,2001,21323,14479,21323,Mount Waverley - North,3149.0
345,2022,21070,3183,21323,Mount Waverley - North,3149.0
346,2001,21324,16422,21324,Mount Waverley - South,3149.0
346,2023,21070,3210,21324,Mount Waverley - South,3149.0
347,2001,21325,16951,21325,Mulgrave,3170.0
347,2024,21070,3238,21325,Mulgrave,3170.0
348,2001,21326,19135,21326,Oakleigh - Huntingdale,3166.0
348,2025,21070,3268,21326,Oakleigh - Huntingdale,3166.0
349,2001,21327,21532,21327,Wheelers Hill,3150.0
349,2026,21070,3299,21327,Wheelers Hill,3150.0
350,2001,21328,6640,21328,Ardeer - Albion,3020.0
350,2022,21071,4725,21328,Ardeer - Albion,3020.0
351,2001,21329,366,21329,Cairnlea,3023.0
351,2023,21071,4735,21329,Cairnlea,3023.0
352,2001,21330,13379,21330,Deer Park - Derrimut,3023.0
352,2024,21071,4745,21330,Deer Park - Derrimut,3023.0
353,2001,21331,8056,21331,Delahey,3037.0
353,2025,21071,4756,21331,Delahey,3037.0
354,2001,21332,15322,21332,Keilor Downs,3021.0
354,2026,21071,4768,21332,Keilor Downs,3021.0
355,2001,21333,15569,21333,Kings Park (Vic.),3021.0
355,2022,21072,6193,21333,Kings Park (Vic.),3021.0
356,2001,21334,19101,21334,St Albans - North,3021.0
356,2023,21072,6237,21334,St Albans - North,3021.0
357,2001,21335,17009,21335,St Albans - South,3021.0
357,2024,21072,6285,21335,St Albans - South,3021.0
358,2001,21336,7980,21336,Sunshine,3020.0
358,2025,21072,6338,21336,Sunshine,3020.0
359,2001,21337,10478,21337,Sunshine North,3020.0
359,2026,21072,6395,21337,Sunshine North,3020.0
360,2001,21338,16700,21338,Sunshine West,3012.0
360,2022,21073,15320,21338,Sunshine West,3012.0
361,2001,21339,9837,21339,Sydenham,3037.0
361,2023,21073,15267,21339,Sydenham,3037.0
362,2001,21340,17435,21340,Taylors Lakes,3036.0
362,2024,21073,15198,21340,Taylors Lakes,3036.0
363,2001,21341,12221,21341,Altona,3018.0
363,2025,21073,15113,21341,Altona,3018.0
364,2001,21342,19168,21342,Altona Meadows,3028.0
364,2026,21073,15013,21342,Altona Meadows,3028.0
365,2001,21343,13206,21343,Altona North,3012.0
365,2022,21074,28742,21343,Altona North,3012.0
366,2001,21344,14723,21344,Newport,3015.0
366,2023,21074,29726,21344,Newport,3015.0
367,2001,21345,4900,21345,Seabrook,3028.0
367,2024,21074,30782,21345,Seabrook,3028.0
368,2001,21346,14056,21346,Williamstown,3016.0
368,2025,21074,31916,21346,Williamstown,3016.0
369,2001,21347,12851,21347,Braybrook,3012.0
369,2026,21074,33133,21347,Braybrook,3012.0
370,2001,21348,11564,21348,Footscray,3011.0
370,2022,21075,5287,21348,Footscray,3011.0
371,2001,21349,5972,21349,Maribyrnong,3032.0
371,2023,21075,5393,21349,Maribyrnong,3032.0
372,2001,21350,8081,21350,Seddon - Kingsville,3011.0
372,2024,21075,5504,21350,Seddon - Kingsville,3011.0
373,2001,21351,9807,21351,West Footscray - Tottenham,3012.0
373,2025,21075,5620,21351,West Footscray - Tottenham,3012.0
374,2001,21352,12573,21352,Yarraville,3013.0
374,2026,21075,5742,21352,Yarraville,3013.0
375,2001,21353,14540,21353,Bacchus Marsh,3340.0
375,2022,21076,20758,21353,Bacchus Marsh,3340.0
376,2001,21355,8430,21355,Hillside,3037.0
376,2023,21076,21800,21355,Hillside,3037.0
377,2001,21356,14123,21356,Melton,3335.0
377,2024,21076,22922,21356,Melton,3335.0
378,2001,21357,12097,21357,Melton South,3338.0
378,2025,21076,24131,21357,Melton South,3338.0
379,2001,21358,8178,21358,Melton West,3337.0
379,2026,21076,25435,21358,Melton West,3337.0
380,2001,21359,1760,21359,Rockbank - Mount Cottrell,3023.0
380,2022,21077,6616,21359,Rockbank - Mount Cottrell,3023.0
381,2001,21360,605,21360,Taylors Hill,3023.0
381,2023,21077,6697,21360,Taylors Hill,3023.0
382,2001,21461,2225,21461,Burnside,
382,2024,21077,6783,21461,Burnside,
383,2001,21462,18,21462,Burnside Heights,
383,2025,21077,6873,21462,Burnside Heights,
384,2001,21463,3136,21463,Caroline Springs,
384,2026,21077,6968,21463,Caroline Springs,
385,2001,21361,17670,21361,Hoppers Crossing - North,3029.0
385,2022,21078,8496,21361,Hoppers Crossing - North,3029.0
386,2001,21362,20360,21362,Hoppers Crossing - South,3029.0
386,2023,21078,8688,21362,Hoppers Crossing - South,3029.0
387,2001,21363,4750,21363,Laverton,3026.0
387,2024,21078,8889,21363,Laverton,3026.0
388,2001,21365,1418,21365,Tarneit,3024.0
388,2025,21078,9100,21365,Tarneit,3024.0
389,2001,21366,745,21366,Truganina,3027.0
389,2026,21078,9322,21366,Truganina,3027.0
390,2001,21368,9744,21368,Werribee - South,3029.0
390,2022,21079,24025,21368,Werribee - South,3029.0
391,2001,21369,7797,21369,Wyndham Vale,3024.0
391,2023,21079,25046,21369,Wyndham Vale,3024.0
392,2001,21464,808,21464,Point Cook - East,
392,2024,21079,26149,21464,Point Cook - East,
393,2001,21465,1233,21465,Point Cook - North,
393,2025,21079,27342,21465,Point Cook - North,
394,2001,21466,38,21466,Point Cook - South,
394,2026,21079,28632,21466,Point Cook - South,
395,2001,21467,16074,21467,Werribee - East,
395,2022,21081,15886,21467,Werribee - East,
396,2001,21468,10547,21468,Werribee - West,
396,2023,21081,16131,21468,Werribee - West,
397,2001,21370,15419,21370,Carrum Downs,3201.0
397,2024,21081,16383,21370,Carrum Downs,3201.0
398,2001,21371,22188,21371,Frankston,3199.0
398,2025,21081,16642,21371,Frankston,3199.0
399,2001,21372,20230,21372,Frankston North,3199.0
399,2026,21081,16909,21372,Frankston North,3199.0
400,2001,21373,17131,21373,Frankston South,3199.0
400,2022,21082,8318,21373,Frankston South,3199.0
401,2001,21374,18750,21374,Langwarrin,3910.0
401,2023,21082,8400,21374,Langwarrin,3910.0
402,2001,21375,16257,21375,Seaford (Vic.),3197.0
402,2024,21082,8483,21375,Seaford (Vic.),3197.0
403,2001,21376,3331,21376,Skye - Sandhurst,3977.0
403,2025,21082,8568,21376,Skye - Sandhurst,3977.0
404,2001,21377,8455,21377,Dromana,3936.0
404,2026,21082,8655,21377,Dromana,3936.0
405,2001,21378,5811,21378,Flinders,3915.0
405,2022,21084,11295,21378,Flinders,3915.0
406,2001,21379,17831,21379,Hastings - Somers,3915.0
406,2023,21084,11507,21379,Hastings - Somers,3915.0
407,2001,21380,19118,21380,Mornington,3931.0
407,2024,21084,11728,21380,Mornington,3931.0
408,2001,21381,17056,21381,Mount Eliza,3930.0
408,2025,21084,11957,21381,Mount Eliza,3930.0
409,2001,21382,12493,21382,Mount Martha,3934.0
409,2026,21084,12195,21382,Mount Martha,3934.0
410,2001,21383,15820,21383,Point Nepean,3939.0
410,2022,21085,6712,21383,Point Nepean,3939.0
411,2001,21384,18458,21384,Rosebud - McCrae,3936.0
411,2023,21085,6737,21384,Rosebud - McCrae,3936.0
412,2001,21385,16532,21385,Somerville,3911.0
412,2024,21085,6766,21385,Somerville,3911.0
413,2001,21386,8150,21386,Ararat,3377.0
413,2025,21085,6799,21386,Ararat,3377.0
414,2001,21387,3183,21387,Ararat Region,3271.0
414,2026,21085,6836,21387,Ararat Region,3271.0
415,2001,21388,14767,21388,Horsham,3400.0
415,2022,21086,7026,21388,Horsham,3400.0
416,2001,21389,3565,21389,Horsham Region,3385.0
416,2023,21086,7157,21389,Horsham Region,3385.0
417,2001,21390,7998,21390,Nhill Region,3393.0
417,2024,21086,7289,21390,Nhill Region,3393.0
418,2001,21391,4075,21391,St Arnaud,3384.0
418,2025,21086,7423,21391,St Arnaud,3384.0
419,2001,21392,8778,21392,Stawell,3374.0
419,2026,21086,7558,21392,Stawell,3374.0
420,2001,21393,3353,21393,West Wimmera,3312.0
420,2022,21087,9535,21393,West Wimmera,3312.0
421,2001,21394,8114,21394,Yarriambiack,3385.0
421,2023,21087,9705,21394,Yarriambiack,3385.0
422,2001,21395,6263,21395,Irymple,3498.0
422,2024,21087,9888,21395,Irymple,3498.0
423,2001,21396,4834,21396,Merbein,3496.0
423,2025,21087,10085,21396,Merbein,3496.0
424,2001,21398,4564,21398,Mildura Region,3489.0
424,2026,21087,10296,21398,Mildura Region,3489.0
425,2001,21399,5887,21399,Red Cliffs,3496.0
425,2022,21088,143,21399,Red Cliffs,3496.0
426,2001,21469,17206,21469,Mildura - North,
426,2023,21088,148,21469,Mildura - North,
427,2001,21470,10111,21470,Mildura - South,
427,2024,21088,153,21470,Mildura - South,
428,2001,21400,7223,21400,Buloke,3393.0
428,2025,21088,159,21400,Buloke,3393.0
429,2001,21401,7625,21401,Gannawarra,2732.0
429,2026,21088,165,21401,Gannawarra,2732.0
430,2001,21402,4230,21402,Kerang,3579.0
430,2022,21089,9906,21402,Kerang,3579.0
431,2001,21403,3709,21403,Robinvale,3549.0
431,2023,21089,10033,21403,Robinvale,3549.0
432,2001,21404,10077,21404,Swan Hill,3585.0
432,2024,21089,10163,21404,Swan Hill,3585.0
433,2001,21405,7254,21405,Swan Hill Region,2715.0
433,2025,21089,10297,21405,Swan Hill Region,2715.0
434,2001,21406,12544,21406,Echuca,3564.0
434,2026,21089,10435,21406,Echuca,3564.0
435,2001,21407,11000,21407,Kyabram,3561.0
435,2022,21090,11509,21407,Kyabram,3561.0
436,2001,21408,4370,21408,Lockington - Gunbower,3561.0
436,2023,21090,11583,21408,Lockington - Gunbower,3561.0
437,2001,21409,3687,21409,Rochester,3559.0
437,2024,21090,11657,21409,Rochester,3559.0
438,2001,21410,4429,21410,Rushworth,3523.0
438,2025,21090,11730,21410,Rushworth,3523.0
439,2001,21411,5747,21411,Cobram,3644.0
439,2026,21090,11802,21411,Cobram,3644.0
440,2001,21412,2776,21412,Moira,3636.0
440,2022,21091,14340,21412,Moira,3636.0
441,2001,21413,12397,21413,Numurkah,2714.0
441,2023,21091,15001,21413,Numurkah,2714.0
442,2001,21414,5484,21414,Yarrawonga,3730.0
442,2024,21091,15712,21414,Yarrawonga,3730.0
443,2001,21415,7727,21415,Mooroopna,3629.0
443,2025,21091,16476,21415,Mooroopna,3629.0
444,2001,21416,16027,21416,Shepparton - North,3630.0
444,2026,21091,17298,21416,Shepparton - North,3630.0
445,2001,21417,19081,21417,Shepparton - South,3630.0
445,2022,21092,15,21417,Shepparton - South,3630.0
446,2001,21418,4206,21418,Shepparton Region - East,3610.0
446,2023,21092,15,21418,Shepparton Region - East,3610.0
447,2001,21419,9964,21419,Shepparton Region - West,3608.0
447,2024,21092,15,21419,Shepparton Region - West,3608.0
448,2001,21420,9303,21420,Glenelg (Vic.),3285.0
448,2025,21092,15,21420,Glenelg (Vic.),3285.0
449,2001,21421,10266,21421,Hamilton (Vic.),3300.0
449,2026,21092,15,21421,Hamilton (Vic.),3300.0
450,2001,21422,10746,21422,Portland,3305.0
450,2022,21093,27734,21422,Portland,3305.0
451,2001,21423,6728,21423,Southern Grampians,3289.0
451,2023,21093,28827,21423,Southern Grampians,3289.0
452,2001,21471,3661,21471,Camperdown,
452,2024,21093,30010,21471,Camperdown,
453,2001,21472,11432,21472,Colac,
453,2025,21093,31289,21472,Colac,
454,2001,21473,5829,21473,Colac Region,
454,2026,21093,32673,21473,Colac Region,
455,2001,21474,5742,21474,Corangamite - North,
455,2022,21094,11930,21474,Corangamite - North,
456,2001,21475,7914,21475,Corangamite - South,
456,2023,21094,12010,21475,Corangamite - South,
457,2001,21476,3452,21476,Otway,
457,2024,21094,12096,21476,Otway,
458,2001,21477,6718,21477,Moyne - East,
458,2025,21094,12188,21477,Moyne - East,
459,2001,21478,8317,21478,Moyne - West,
459,2026,21094,12285,21478,Moyne - West,
460,2001,21479,17053,21479,Warrnambool - North,
460,2022,21095,17341,21479,Warrnambool - North,
461,2001,21480,12506,21480,Warrnambool - South,
461,2023,21095,17426,21480,Warrnambool - South,
462,2002,21001,6092,21001,Alfredton,3350.0
462,2024,21095,17518,21001,Alfredton,3350.0
463,2002,21002,11708,21002,Ballarat,3350.0
463,2025,21095,17617,21002,Ballarat,3350.0
464,2002,21003,20586,21003,Ballarat - North,3350.0
464,2026,21095,17723,21003,Ballarat - North,3350.0
465,2002,21004,20389,21004,Ballarat - South,3350.0
465,2022,21096,14473,21004,Ballarat - South,3350.0
466,2002,21005,5399,21005,Buninyong,3350.0
466,2023,21096,14561,21005,Buninyong,3350.0
467,2002,21006,4225,21006,Delacombe,3351.0
467,2024,21096,14657,21006,Delacombe,3351.0
468,2002,21007,3378,21007,Smythes Creek,3351.0
468,2025,21096,14761,21007,Smythes Creek,3351.0
469,2002,21008,13255,21008,Wendouree - Miners Rest,3352.0
469,2026,21096,14874,21008,Wendouree - Miners Rest,3352.0
470,2002,21009,4929,21009,Bacchus Marsh Region,3340.0
470,2022,21097,28952,21009,Bacchus Marsh Region,3340.0
471,2002,21010,7423,21010,Creswick - Clunes,3352.0
471,2023,21097,29155,21010,Creswick - Clunes,3352.0
472,2002,21011,8161,21011,Daylesford,3363.0
472,2024,21097,29343,21011,Daylesford,3363.0
473,2002,21012,5315,21012,Gordon (Vic.),3333.0
473,2025,21097,29516,21012,Gordon (Vic.),3333.0
474,2002,21013,3163,21013,Avoca,3352.0
474,2026,21097,29673,21013,Avoca,3352.0
475,2002,21014,3801,21014,Beaufort,3325.0
475,2022,21098,4725,21014,Beaufort,3325.0
476,2002,21015,3908,21015,Golden Plains - North,3324.0
476,2023,21098,4762,21015,Golden Plains - North,3324.0
